source,target,rate,type
H1|Compromised,H62|Compromised,0.005,spatial
H1|Compromised,H63|Compromised,0.005,spatial
H1|Compromised,H64|Compromised,0.005,spatial
H1|Compromised,H65|Compromised,0.005,spatial
H1|Compromised,H66|Compromised,0.005,spatial
H1|Compromised,H67|Compromised,0.005,spatial
H1|Compromised,H68|Compromised,0.005,spatial
H1|Compromised,H69|Compromised,0.005,spatial
H1|Compromised,H70|Compromised,0.005,spatial
H1|Compromised,H71|Compromised,0.005,spatial
H1|Compromised,H72|Compromised,0.005,spatial
H1|Compromised,H73|Compromised,0.005,spatial
H1|Compromised,H74|Compromised,0.005,spatial
H1|Compromised,H75|Compromised,0.005,spatial
H1|Compromised,H76|Compromised,0.005,spatial
H1|Compromised,H77|Compromised,0.005,spatial
H1|Compromised,H78|Compromised,0.005,spatial
H1|Compromised,H79|Compromised,0.005,spatial
H1|Compromised,H80|Compromised,0.005,spatial
H1|Compromised,H81|Compromised,0.005,spatial
H1|Compromised,H82|Compromised,0.005,spatial
H1|Compromised,H83|Compromised,0.005,spatial
H1|Compromised,H84|Compromised,0.005,spatial
H1|Compromised,H85|Compromised,0.005,spatial
H1|Compromised,H86|Compromised,0.005,spatial
H1|Compromised,H87|Compromised,0.005,spatial
H1|Compromised,H88|Compromised,0.005,spatial
H2|Normal,H2|Compromised,0.04082199452025513,internal
H2|Compromised,H2|Down,0.09431067947124132,internal
H2|Down,H2|Mitigated,0.07257069283483544,internal
H2|Mitigated,H2|Recovered,0.07257069283483544,internal
H2|Compromised,H0|Compromised,0.005,spatial
H2|Compromised,H1|Compromised,0.005,spatial
H2|Compromised,H3|Compromised,0.005,spatial
H2|Compromised,H4|Compromised,0.005,spatial
H2|Compromised,H5|Compromised,0.005,spatial
H2|Compromised,H6|Compromised,0.005,spatial
H2|Compromised,H7|Compromised,0.005,spatial
H2|Compromised,H8|Compromised,0.005,spatial
H2|Compromised,H9|Compromised,0.005,spatial
H2|Compromised,H10|Compromised,0.005,spatial
H2|Compromised,H11|Compromised,0.005,spatial
H2|Compromised,H12|Compromised,0.005,spatial
H2|Compromised,H13|Compromised,0.005,spatial
H2|Compromised,H14|Compromised,0.005,spatial
H2|Compromised,H15|Compromised,0.005,spatial
H2|Compromised,H16|Compromised,0.005,spatial
H2|Compromised,H17|Compromised,0.005,spatial
H2|Compromised,H18|Compromised,0.005,spatial
H2|Compromised,H19|Compromised,0.005,spatial
H2|Compromised,H20|Compromised,0.005,spatial
H2|Compromised,H21|Compromised,0.005,spatial
H2|Compromised,H22|Compromised,0.005,spatial
H2|Compromised,H23|Compromised,0.005,spatial
H2|Compromised,H24|Compromised,0.005,spatial
H2|Compromised,H25|Compromised,0.005,spatial
H2|Compromised,H26|Compromised,0.005,spatial
H2|Compromised,H27|Compromised,0.005,spatial
H2|Compromised,H28|Compromised,0.005,spatial
H2|Compromised,H29|Compromised,0.005,spatial
H2|Compromised,H30|Compromised,0.005,spatial
H2|Compromised,H31|Compromised,0.005,spatial
H2|Compromised,H32|Compromised,0.005,spatial
H2|Compromised,H33|Compromised,0.005,spatial
H2|Compromised,H34|Compromised,0.005,spatial
H2|Compromised,H35|Compromised,0.005,spatial
H2|Compromised,H36|Compromised,0.005,spatial
H2|Compromised,H37|Compromised,0.005,spatial
H2|Compromised,H38|Compromised,0.005,spatial
H2|Compromised,H39|Compromised,0.005,spatial
H2|Compromised,H40|Compromised,0.005,spatial
H2|Compromised,H41|Compromised,0.005,spatial
H2|Compromised,H42|Compromised,0.005,spatial
H2|Compromised,H43|Compromised,0.005,spatial
H2|Compromised,H44|Compromised,0.005,spatial
H2|Compromised,H45|Compromised,0.005,spatial
H2|Compromised,H46|Compromised,0.005,spatial
H2|Compromised,H47|Compromised,0.005,spatial
H2|Compromised,H48|Compromised,0.005,spatial
H2|Compromised,H49|Compromised,0.005,spatial
H2|Compromised,H50|Compromised,0.005,spatial
H2|Compromised,H51|Compromised,0.005,spatial
H2|Compromised,H52|Compromised,0.005,spatial
H2|Compromised,H53|Compromised,0.005,spatial
H2|Compromised,H54|Compromised,0.005,spatial
H2|Compromised,H55|Compromised,0.005,spatial
H2|Compromised,H56|Compromised,0.005,spatial
H2|Compromised,H57|Compromised,0.005,spatial
H2|Compromised,H58|Compromised,0.005,spatial
H2|Compromised,H59|Compromised,0.005,spatial
H2|Compromised,H60|Compromised,0.005,spatial
H2|Compromised,H61|Compromised,0.005,spatial
H2|Compromised,H62|Compromised,0.005,spatial
H2|Compromised,H63|Compromised,0.005,spatial
H2|Compromised,H64|Compromised,0.005,spatial
H2|Compromised,H65|Compromised,0.005,spatial
H2|Compromised,H66|Compromised,0.005,spatial
H2|Compromised,H67|Compromised,0.005,spatial
H2|Compromised,H68|Compromised,0.005,spatial
H2|Compromised,H69|Compromised,0.005,spatial
H2|Compromised,H70|Compromised,0.005,spatial
H2|Compromised,H71|Compromised,0.005,spatial
H2|Compromised,H72|Compromised,0.005,spatial
H2|Compromised,H73|Compromised,0.005,spatial
H2|Compromised,H74|Compromised,0.005,spatial
H2|Compromised,H75|Compromised,0.005,spatial
H2|Compromised,H76|Compromised,0.005,spatial
H2|Compromised,H77|Compromised,0.005,spatial
H2|Compromised,H78|Compromised,0.005,spatial
H2|Compromised,H79|Compromised,0.005,spatial
H2|Compromised,H80|Compromised,0.005,spatial
H2|Compromised,H81|Compromised,0.005,spatial
H2|Compromised,H82|Compromised,0.005,spatial
H2|Compromised,H83|Compromised,0.005,spatial
H2|Compromised,H84|Compromised,0.005,spatial
H2|Compromised,H85|Compromised,0.005,spatial
H2|Compromised,H86|Compromised,0.005,spatial
H2|Compromised,H87|Compromised,0.005,spatial
H2|Compromised,H88|Compromised,0.005,spatial
H3|Normal,H3|Compromised,0.04082199452025513,internal
H3|Compromised,H3|Down,0.09431067947124132,internal
H3|Down,H3|Mitigated,0.07257069283483544,internal
H3|Mitigated,H3|Recovered,0.07257069283483544,internal
H3|Compromised,H0|Compromised,0.005,spatial
H3|Compromised,H1|Compromised,0.005,spatial
H3|Compromised,H2|Compromised,0.005,spatial
H3|Compromised,H4|Compromised,0.005,spatial
H3|Compromised,H5|Compromised,0.005,spatial
H3|Compromised,H6|Compromised,0.005,spatial
H3|Compromised,H7|Compromised,0.005,spatial
H3|Compromised,H8|Compromised,0.005,spatial
H3|Compromised,H9|Compromised,0.005,spatial
H3|Compromised,H10|Compromised,0.005,spatial
H3|Compromised,H11|Compromised,0.005,spatial
H3|Compromised,H12|Compromised,0.005,spatial
H3|Compromised,H13|Compromised,0.005,spatial
H3|Compromised,H14|Compromised,0.005,spatial
H3|Compromised,H15|Compromised,0.005,spatial
H3|Compromised,H16|Compromised,0.005,spatial
H3|Compromised,H17|Compromised,0.005,spatial
H3|Compromised,H18|Compromised,0.005,spatial
H3|Compromised,H19|Compromised,0.005,spatial
H3|Compromised,H20|Compromised,0.005,spatial
H3|Compromised,H21|Compromised,0.005,spatial
H3|Compromised,H22|Compromised,0.005,spatial
H3|Compromised,H23|Compromised,0.005,spatial
H3|Compromised,H24|Compromised,0.005,spatial
H3|Compromised,H25|Compromised,0.005,spatial
H3|Compromised,H26|Compromised,0.005,spatial
H3|Compromised,H27|Compromised,0.005,spatial
H3|Compromised,H28|Compromised,0.005,spatial
H3|Compromised,H29|Compromised,0.005,spatial
H3|Compromised,H30|Compromised,0.005,spatial
H3|Compromised,H31|Compromised,0.005,spatial
H3|Compromised,H32|Compromised,0.005,spatial
H3|Compromised,H33|Compromised,0.005,spatial
H3|Compromised,H34|Compromised,0.005,spatial
H3|Compromised,H35|Compromised,0.005,spatial
H3|Compromised,H36|Compromised,0.005,spatial
H3|Compromised,H37|Compromised,0.005,spatial
H3|Compromised,H38|Compromised,0.005,spatial
H3|Compromised,H39|Compromised,0.005,spatial
H3|Compromised,H40|Compromised,0.005,spatial
H3|Compromised,H41|Compromised,0.005,spatial
H3|Compromised,H42|Compromised,0.005,spatial
H3|Compromised,H43|Compromised,0.005,spatial
H3|Compromised,H44|Compromised,0.005,spatial
H3|Compromised,H45|Compromised,0.005,spatial
H3|Compromised,H46|Compromised,0.005,spatial
H3|Compromised,H47|Compromised,0.005,spatial
H3|Compromised,H48|Compromised,0.005,spatial
H3|Compromised,H49|Compromised,0.005,spatial
H3|Compromised,H50|Compromised,0.005,spatial
H3|Compromised,H51|Compromised,0.005,spatial
H3|Compromised,H52|Compromised,0.005,spatial
H3|Compromised,H53|Compromised,0.005,spatial
H3|Compromised,H54|Compromised,0.005,spatial
H3|Compromised,H55|Compromised,0.005,spatial
H3|Compromised,H56|Compromised,0.005,spatial
H3|Compromised,H57|Compromised,0.005,spatial
H3|Compromised,H58|Compromised,0.005,spatial
H3|Compromised,H59|Compromised,0.005,spatial
H3|Compromised,H60|Compromised,0.005,spatial
H3|Compromised,H61|Compromised,0.005,spatial
H3|Compromised,H62|Compromised,0.005,spatial
H3|Compromised,H63|Compromised,0.005,spatial
H3|Compromised,H64|Compromised,0.005,spatial
H3|Compromised,H65|Compromised,0.005,spatial
H3|Compromised,H66|Compromised,0.005,spatial
H3|Compromised,H67|Compromised,0.005,spatial
H3|Compromised,H68|Compromised,0.005,spatial
H3|Compromised,H69|Compromised,0.005,spatial
H3|Compromised,H70|Compromised,0.005,spatial
H3|Compromised,H71|Compromised,0.005,spatial
H3|Compromised,H72|Compromised,0.005,spatial
H3|Compromised,H73|Compromised,0.005,spatial
H3|Compromised,H74|Compromised,0.005,spatial
H3|Compromised,H75|Compromised,0.005,spatial
H3|Compromised,H76|Compromised,0.005,spatial
H3|Compromised,H77|Compromised,0.005,spatial
H3|Compromised,H78|Compromised,0.005,spatial
H3|Compromised,H79|Compromised,0.005,spatial
H3|Compromised,H80|Compromised,0.005,spatial
H3|Compromised,H81|Compromised,0.005,spatial
H3|Compromised,H82|Compromised,0.005,spatial
H3|Compromised,H83|Compromised,0.005,spatial
H3|Compromised,H84|Compromised,0.005,spatial
H3|Compromised,H85|Compromised,0.005,spatial
H3|Compromised,H86|Compromised,0.005,spatial
H3|Compromised,H87|Compromised,0.005,spatial
H3|Compromised,H88|Compromised,0.005,spatial
H4|Normal,H4|Compromised,0.04082199452025513,internal
H4|Compromised,H4|Down,0.09431067947124132,internal
H4|Down,H4|Mitigated,0.07257069283483544,internal
H4|Mitigated,H4|Recovered,0.07257069283483544,internal
H4|Compromised,H0|Compromised,0.005,spatial
H4|Compromised,H1|Compromised,0.005,spatial
H4|Compromised,H2|Compromised,0.005,spatial
H4|Compromised,H3|Compromised,0.005,spatial
H4|Compromised,H5|Compromised,0.005,spatial
H4|Compromised,H6|Compromised,0.005,spatial
H4|Compromised,H7|Compromised,0.005,spatial
H4|Compromised,H8|Compromised,0.005,spatial
H4|Compromised,H9|Compromised,0.005,spatial
H4|Compromised,H10|Compromised,0.005,spatial
H4|Compromised,H11|Compromised,0.005,spatial
H4|Compromised,H12|Compromised,0.005,spatial
H4|Compromised,H13|Compromised,0.005,spatial
H4|Compromised,H14|Compromised,0.005,spatial
H4|Compromised,H15|Compromised,0.005,spatial
H4|Compromised,H16|Compromised,0.005,spatial
H4|Compromised,H17|Compromised,0.005,spatial
H4|Compromised,H18|Compromised,0.005,spatial
H4|Compromised,H19|Compromised,0.005,spatial
H4|Compromised,H20|Compromised,0.005,spatial
H4|Compromised,H21|Compromised,0.005,spatial
H4|Compromised,H22|Compromised,0.005,spatial
H4|Compromised,H23|Compromised,0.005,spatial
H4|Compromised,H24|Compromised,0.005,spatial
H4|Compromised,H25|Compromised,0.005,spatial
H4|Compromised,H26|Compromised,0.005,spatial
H4|Compromised,H27|Compromised,0.005,spatial
H4|Compromised,H28|Compromised,0.005,spatial
H4|Compromised,H29|Compromised,0.005,spatial
H4|Compromised,H30|Compromised,0.005,spatial
H4|Compromised,H31|Compromised,0.005,spatial
H4|Compromised,H32|Compromised,0.005,spatial
H4|Compromised,H33|Compromised,0.005,spatial
H4|Compromised,H34|Compromised,0.005,spatial
H4|Compromised,H35|Compromised,0.005,spatial
H4|Compromised,H36|Compromised,0.005,spatial
H4|Compromised,H37|Compromised,0.005,spatial
H4|Compromised,H38|Compromised,0.005,spatial
H4|Compromised,H39|Compromised,0.005,spatial
H4|Compromised,H40|Compromised,0.005,spatial
H4|Compromised,H41|Compromised,0.005,spatial
H4|Compromised,H42|Compromised,0.005,spatial
H4|Compromised,H43|Compromised,0.005,spatial
H4|Compromised,H44|Compromised,0.005,spatial
H4|Compromised,H45|Compromised,0.005,spatial
H4|Compromised,H46|Compromised,0.005,spatial
H4|Compromised,H47|Compromised,0.005,spatial
H4|Compromised,H48|Compromised,0.005,spatial
H4|Compromised,H49|Compromised,0.005,spatial
H4|Compromised,H50|Compromised,0.005,spatial
H4|Compromised,H51|Compromised,0.005,spatial
H4|Compromised,H52|Compromised,0.005,spatial
H4|Compromised,H53|Compromised,0.005,spatial
H4|Compromised,H54|Compromised,0.005,spatial
H4|Compromised,H55|Compromised,0.005,spatial
H4|Compromised,H56|Compromised,0.005,spatial
H4|Compromised,H57|Compromised,0.005,spatial
H4|Compromised,H58|Compromised,0.005,spatial
H4|Compromised,H59|Compromised,0.005,spatial
H4|Compromised,H60|Compromised,0.005,spatial
H4|Compromised,H61|Compromised,0.005,spatial
H4|Compromised,H62|Compromised,0.005,spatial
H4|Compromised,H63|Compromised,0.005,spatial
H4|Compromised,H64|Compromised,0.005,spatial
H4|Compromised,H65|Compromised,0.005,spatial
H4|Compromised,H66|Compromised,0.005,spatial
H4|Compromised,H67|Compromised,0.005,spatial
H4|Compromised,H68|Compromised,0.005,spatial
H4|Compromised,H69|Compromised,0.005,spatial
H4|Compromised,H70|Compromised,0.005,spatial
H4|Compromised,H71|Compromised,0.005,spatial
H4|Compromised,H72|Compromised,0.005,spatial
H4|Compromised,H73|Compromised,0.005,spatial
H4|Compromised,H74|Compromised,0.005,spatial
H4|Compromised,H75|Compromised,0.005,spatial
H4|Compromised,H76|Compromised,0.005,spatial
H4|Compromised,H77|Compromised,0.005,spatial
H4|Compromised,H78|Compromised,0.005,spatial
H4|Compromised,H79|Compromised,0.005,spatial
H4|Compromised,H80|Compromised,0.005,spatial
H4|Compromised,H81|Compromised,0.005,spatial
H4|Compromised,H82|Compromised,0.005,spatial
H4|Compromised,H83|Compromised,0.005,spatial
H4|Compromised,H84|Compromised,0.005,spatial
H4|Compromised,H85|Compromised,0.005,spatial
H4|Compromised,H86|Compromised,0.005,spatial
H4|Compromised,H87|Compromised,0.005,spatial
H4|Compromised,H88|Compromised,0.005,spatial
H5|Normal,H5|Compromised,0.04082199452025513,internal
H5|Compromised,H5|Down,0.09431067947124132,internal
H5|Down,H5|Mitigated,0.07257069283483544,internal
H5|Mitigated,H5|Recovered,0.07257069283483544,internal
H5|Compromised,H0|Compromised,0.005,spatial
H5|Compromised,H1|Compromised,0.005,spatial
H5|Compromised,H2|Compromised,0.005,spatial
H5|Compromised,H3|Compromised,0.005,spatial
H5|Compromised,H4|Compromised,0.005,spatial
H5|Compromised,H6|Compromised,0.005,spatial
H5|Compromised,H7|Compromised,0.005,spatial
H5|Compromised,H8|Compromised,0.005,spatial
H5|Compromised,H9|Compromised,0.005,spatial
H5|Compromised,H10|Compromised,0.005,spatial
H5|Compromised,H11|Compromised,0.005,spatial
H5|Compromised,H12|Compromised,0.005,spatial
H5|Compromised,H13|Compromised,0.005,spatial
H5|Compromised,H14|Compromised,0.005,spatial
H5|Compromised,H15|Compromised,0.005,spatial
H5|Compromised,H16|Compromised,0.005,spatial
H5|Compromised,H17|Compromised,0.005,spatial
H5|Compromised,H18|Compromised,0.005,spatial
H5|Compromised,H19|Compromised,0.005,spatial
H5|Compromised,H20|Compromised,0.005,spatial
H5|Compromised,H21|Compromised,0.005,spatial
H5|Compromised,H22|Compromised,0.005,spatial
H5|Compromised,H23|Compromised,0.005,spatial
H5|Compromised,H24|Compromised,0.005,spatial
H5|Compromised,H25|Compromised,0.005,spatial
H5|Compromised,H26|Compromised,0.005,spatial
H5|Compromised,H27|Compromised,0.005,spatial
H5|Compromised,H28|Compromised,0.005,spatial
H5|Compromised,H29|Compromised,0.005,spatial
H5|Compromised,H30|Compromised,0.005,spatial
H5|Compromised,H31|Compromised,0.005,spatial
H5|Compromised,H32|Compromised,0.005,spatial
H5|Compromised,H33|Compromised,0.005,spatial
H5|Compromised,H34|Compromised,0.005,spatial
H5|Compromised,H35|Compromised,0.005,spatial
H5|Compromised,H36|Compromised,0.005,spatial
H5|Compromised,H37|Compromised,0.005,spatial
H5|Compromised,H38|Compromised,0.005,spatial
H5|Compromised,H39|Compromised,0.005,spatial
H5|Compromised,H40|Compromised,0.005,spatial
H5|Compromised,H41|Compromised,0.005,spatial
H5|Compromised,H42|Compromised,0.005,spatial
H5|Compromised,H43|Compromised,0.005,spatial
H5|Compromised,H44|Compromised,0.005,spatial
H5|Compromised,H45|Compromised,0.005,spatial
H5|Compromised,H46|Compromised,0.005,spatial
H5|Compromised,H47|Compromised,0.005,spatial
H5|Compromised,H48|Compromised,0.005,spatial
H5|Compromised,H49|Compromised,0.005,spatial
H5|Compromised,H50|Compromised,0.005,spatial
H5|Compromised,H51|Compromised,0.005,spatial
H5|Compromised,H52|Compromised,0.005,spatial
H5|Compromised,H53|Compromised,0.005,spatial
H5|Compromised,H54|Compromised,0.005,spatial
H5|Compromised,H55|Compromised,0.005,spatial
H5|Compromised,H56|Compromised,0.005,spatial
H5|Compromised,H57|Compromised,0.005,spatial
H5|Compromised,H58|Compromised,0.005,spatial
H5|Compromised,H59|Compromised,0.005,spatial
H5|Compromised,H60|Compromised,0.005,spatial
H5|Compromised,H61|Compromised,0.005,spatial
H5|Compromised,H62|Compromised,0.005,spatial
H5|Compromised,H63|Compromised,0.005,spatial
H5|Compromised,H64|Compromised,0.005,spatial
H5|Compromised,H65|Compromised,0.005,spatial
H5|Compromised,H66|Compromised,0.005,spatial
H5|Compromised,H67|Compromised,0.005,spatial
H5|Compromised,H68|Compromised,0.005,spatial
H5|Compromised,H69|Compromised,0.005,spatial
H5|Compromised,H70|Compromised,0.005,spatial
H5|Compromised,H71|Compromised,0.005,spatial
H5|Compromised,H72|Compromised,0.005,spatial
H5|Compromised,H73|Compromised,0.005,spatial
H5|Compromised,H74|Compromised,0.005,spatial
H5|Compromised,H75|Compromised,0.005,spatial
H5|Compromised,H76|Compromised,0.005,spatial
H5|Compromised,H77|Compromised,0.005,spatial
H5|Compromised,H78|Compromised,0.005,spatial
H5|Compromised,H79|Compromised,0.005,spatial
H5|Compromised,H80|Compromised,0.005,spatial
H5|Compromised,H81|Compromised,0.005,spatial
H5|Compromised,H82|Compromised,0.005,spatial
H5|Compromised,H83|Compromised,0.005,spatial
H5|Compromised,H84|Compromised,0.005,spatial
H5|Compromised,H85|Compromised,0.005,spatial
H5|Compromised,H86|Compromised,0.005,spatial
H5|Compromised,H87|Compromised,0.005,spatial
H5|Compromised,H88|Compromised,0.005,spatial
H6|Normal,H6|Compromised,0.04082199452025513,internal
H6|Compromised,H6|Down,0.09431067947124132,internal
H6|Down,H6|Mitigated,0.07257069283483544,internal
H6|Mitigated,H6|Recovered,0.07257069283483544,internal
H6|Compromised,H0|Compromised,0.005,spatial
H6|Compromised,H1|Compromised,0.005,spatial
H6|Compromised,H2|Compromised,0.005,spatial
H6|Compromised,H3|Compromised,0.005,spatial
H6|Compromised,H4|Compromised,0.005,spatial
H6|Compromised,H5|Compromised,0.005,spatial
H6|Compromised,H7|Compromised,0.005,spatial
H6|Compromised,H8|Compromised,0.005,spatial
H6|Compromised,H9|Compromised,0.005,spatial
H6|Compromised,H10|Compromised,0.005,spatial
H6|Compromised,H11|Compromised,0.005,spatial
H6|Compromised,H12|Compromised,0.005,spatial
H6|Compromised,H13|Compromised,0.005,spatial
H6|Compromised,H14|Compromised,0.005,spatial
H6|Compromised,H15|Compromised,0.005,spatial
H6|Compromised,H16|Compromised,0.005,spatial
H6|Compromised,H17|Compromised,0.005,spatial
H6|Compromised,H18|Compromised,0.005,spatial
H6|Compromised,H19|Compromised,0.005,spatial
H6|Compromised,H20|Compromised,0.005,spatial
H6|Compromised,H21|Compromised,0.005,spatial
H6|Compromised,H22|Compromised,0.005,spatial
