source,target,rate,type
H7|Compromised,H2|Compromised,0.004,spatial
H7|Compromised,H3|Compromised,0.004,spatial
H7|Compromised,H4|Compromised,0.004,spatial
H7|Compromised,H5|Compromised,0.004,spatial
H7|Compromised,H6|Compromised,0.004,spatial
H7|Compromised,H8|Compromised,0.004,spatial
H7|Compromised,H9|Compromised,0.004,spatial
H7|Compromised,H10|Compromised,0.004,spatial
H7|Compromised,H11|Compromised,0.004,spatial
H7|Compromised,H12|Compromised,0.004,spatial
H7|Compromised,H13|Compromised,0.004,spatial
H7|Compromised,H14|Compromised,0.004,spatial
H7|Compromised,H15|Compromised,0.004,spatial
H7|Compromised,H16|Compromised,0.004,spatial
H7|Compromised,H17|Compromised,0.004,spatial
H8|Normal,H8|Compromised,0.04082199452025513,internal
H8|Compromised,H8|Down,0.08338160893905106,internal
H8|Down,H8|Mitigated,0.06187540371808747,internal
H8|Mitigated,H8|Recovered,0.06187540371808747,internal
H8|Compromised,H0|Compromised,0.004,spatial
H8|Compromised,H1|Compromised,0.004,spatial
H8|Compromised,H2|Compromised,0.004,spatial
H8|Compromised,H3|Compromised,0.004,spatial
H8|Compromised,H4|Compromised,0.004,spatial
H8|Compromised,H5|Compromised,0.004,spatial
H8|Compromised,H6|Compromised,0.004,spatial
H8|Compromised,H7|Compromised,0.004,spatial
H8|Compromised,H9|Compromised,0.004,spatial
H8|Compromised,H10|Compromised,0.004,spatial
H8|Compromised,H11|Compromised,0.004,spatial
H8|Compromised,H12|Compromised,0.004,spatial
H8|Compromised,H13|Compromised,0.004,spatial
H8|Compromised,H14|Compromised,0.004,spatial
H8|Compromised,H15|Compromised,0.004,spatial
H8|Compromised,H16|Compromised,0.004,spatial
H8|Compromised,H17|Compromised,0.004,spatial
H9|Normal,H9|Compromised,0.04082199452025513,internal
H9|Compromised,H9|Down,0.08338160893905106,internal
H9|Down,H9|Mitigated,0.06187540371808747,internal
H9|Mitigated,H9|Recovered,0.06187540371808747,internal
H9|Compromised,H0|Compromised,0.004,spatial
H9|Compromised,H1|Compromised,0.004,spatial
H9|Compromised,H2|Compromised,0.004,spatial
H9|Compromised,H3|Compromised,0.004,spatial
H9|Compromised,H4|Compromised,0.004,spatial
H9|Compromised,H5|Compromised,0.004,spatial
H9|Compromised,H6|Compromised,0.004,spatial
H9|Compromised,H7|Compromised,0.004,spatial
H9|Compromised,H8|Compromised,0.004,spatial
H9|Compromised,H10|Compromised,0.004,spatial
H9|Compromised,H11|Compromised,0.004,spatial
H9|Compromised,H12|Compromised,0.004,spatial
H9|Compromised,H13|Compromised,0.004,spatial
H9|Compromised,H14|Compromised,0.004,spatial
H9|Compromised,H15|Compromised,0.004,spatial
H9|Compromised,H16|Compromised,0.004,spatial
H9|Compromised,H17|Compromised,0.004,spatial
H10|Normal,H10|Compromised,0.04082199452025513,internal
H10|Compromised,H10|Down,0.08338160893905106,internal
H10|Down,H10|Mitigated,0.06187540371808747,internal
H10|Mitigated,H10|Recovered,0.06187540371808747,internal
H10|Compromised,H0|Compromised,0.004,spatial
H10|Compromised,H1|Compromised,0.004,spatial
H10|Compromised,H2|Compromised,0.004,spatial
H10|Compromised,H3|Compromised,0.004,spatial
H10|Compromised,H4|Compromised,0.004,spatial
H10|Compromised,H5|Compromised,0.004,spatial
H10|Compromised,H6|Compromised,0.004,spatial
H10|Compromised,H7|Compromised,0.004,spatial
H10|Compromised,H8|Compromised,0.004,spatial
H10|Compromised,H9|Compromised,0.004,spatial
H10|Compromised,H11|Compromised,0.004,spatial
H10|Compromised,H12|Compromised,0.004,spatial
H10|Compromised,H13|Compromised,0.004,spatial
H10|Compromised,H14|Compromised,0.004,spatial
H10|Compromised,H15|Compromised,0.004,spatial
H10|Compromised,H16|Compromised,0.004,spatial
H10|Compromised,H17|Compromised,0.004,spatial
H11|Normal,H11|Compromised,0.04082199452025513,internal
H11|Compromised,H11|Down,0.08338160893905106,internal
H11|Down,H11|Mitigated,0.06187540371808747,internal
H11|Mitigated,H11|Recovered,0.06187540371808747,internal
H11|Compromised,H0|Compromised,0.004,spatial
H11|Compromised,H1|Compromised,0.004,spatial
H11|Compromised,H2|Compromised,0.004,spatial
H11|Compromised,H3|Compromised,0.004,spatial
H11|Compromised,H4|Compromised,0.004,spatial
H11|Compromised,H5|Compromised,0.004,spatial
H11|Compromised,H6|Compromised,0.004,spatial
H11|Compromised,H7|Compromised,0.004,spatial
H11|Compromised,H8|Compromised,0.004,spatial
H11|Compromised,H9|Compromised,0.004,spatial
H11|Compromised,H10|Compromised,0.004,spatial
H11|Compromised,H12|Compromised,0.004,spatial
H11|Compromised,H13|Compromised,0.004,spatial
H11|Compromised,H14|Compromised,0.004,spatial
H11|Compromised,H15|Compromised,0.004,spatial
H11|Compromised,H16|Compromised,0.004,spatial
H11|Compromised,H17|Compromised,0.004,spatial
H12|Normal,H12|Compromised,0.04082199452025513,internal
H12|Compromised,H12|Down,0.08338160893905106,internal
H12|Down,H12|Mitigated,0.06187540371808747,internal
H12|Mitigated,H12|Recovered,0.06187540371808747,internal
H12|Compromised,H0|Compromised,0.004,spatial
H12|Compromised,H1|Compromised,0.004,spatial
H12|Compromised,H2|Compromised,0.004,spatial
H12|Compromised,H3|Compromised,0.004,spatial
H12|Compromised,H4|Compromised,0.004,spatial
H12|Compromised,H5|Compromised,0.004,spatial
H12|Compromised,H6|Compromised,0.004,spatial
H12|Compromised,H7|Compromised,0.004,spatial
H12|Compromised,H8|Compromised,0.004,spatial
H12|Compromised,H9|Compromised,0.004,spatial
H12|Compromised,H10|Compromised,0.004,spatial
H12|Compromised,H11|Compromised,0.004,spatial
H12|Compromised,H13|Compromised,0.004,spatial
H12|Compromised,H14|Compromised,0.004,spatial
H12|Compromised,H15|Compromised,0.004,spatial
H12|Compromised,H16|Compromised,0.004,spatial
H12|Compromised,H17|Compromised,0.004,spatial
H13|Normal,H13|Compromised,0.04082199452025513,internal
H13|Compromised,H13|Down,0.08338160893905106,internal
H13|Down,H13|Mitigated,0.06187540371808747,internal
H13|Mitigated,H13|Recovered,0.06187540371808747,internal
H13|Compromised,H0|Compromised,0.004,spatial
H13|Compromised,H1|Compromised,0.004,spatial
H13|Compromised,H2|Compromised,0.004,spatial
H13|Compromised,H3|Compromised,0.004,spatial
H13|Compromised,H4|Compromised,0.004,spatial
H13|Compromised,H5|Compromised,0.004,spatial
H13|Compromised,H6|Compromised,0.004,spatial
H13|Compromised,H7|Compromised,0.004,spatial
H13|Compromised,H8|Compromised,0.004,spatial
H13|Compromised,H9|Compromised,0.004,spatial
H13|Compromised,H10|Compromised,0.004,spatial
H13|Compromised,H11|Compromised,0.004,spatial
H13|Compromised,H12|Compromised,0.004,spatial
H13|Compromised,H14|Compromised,0.004,spatial
H13|Compromised,H15|Compromised,0.004,spatial
H13|Compromised,H16|Compromised,0.004,spatial
H13|Compromised,H17|Compromised,0.004,spatial
H14|Normal,H14|Compromised,0.04082199452025513,internal
H14|Compromised,H14|Down,0.08338160893905106,internal
H14|Down,H14|Mitigated,0.06187540371808747,internal
H14|Mitigated,H14|Recovered,0.06187540371808747,internal
H14|Compromised,H0|Compromised,0.004,spatial
H14|Compromised,H1|Compromised,0.004,spatial
H14|Compromised,H2|Compromised,0.004,spatial
H14|Compromised,H3|Compromised,0.004,spatial
H14|Compromised,H4|Compromised,0.004,spatial
H14|Compromised,H5|Compromised,0.004,spatial
H14|Compromised,H6|Compromised,0.004,spatial
H14|Compromised,H7|Compromised,0.004,spatial
H14|Compromised,H8|Compromised,0.004,spatial
H14|Compromised,H9|Compromised,0.004,spatial
H14|Compromised,H10|Compromised,0.004,spatial
H14|Compromised,H11|Compromised,0.004,spatial
H14|Compromised,H12|Compromised,0.004,spatial
H14|Compromised,H13|Compromised,0.004,spatial
H14|Compromised,H15|Compromised,0.004,spatial
H14|Compromised,H16|Compromised,0.004,spatial
H14|Compromised,H17|Compromised,0.004,spatial
H15|Normal,H15|Compromised,0.04082199452025513,internal
H15|Compromised,H15|Down,0.08338160893905106,internal
H15|Down,H15|Mitigated,0.06187540371808747,internal
H15|Mitigated,H15|Recovered,0.06187540371808747,internal
H15|Compromised,H0|Compromised,0.004,spatial
H15|Compromised,H1|Compromised,0.004,spatial
H15|Compromised,H2|Compromised,0.004,spatial
H15|Compromised,H3|Compromised,0.004,spatial
H15|Compromised,H4|Compromised,0.004,spatial
H15|Compromised,H5|Compromised,0.004,spatial
H15|Compromised,H6|Compromised,0.004,spatial
H15|Compromised,H7|Compromised,0.004,spatial
H15|Compromised,H8|Compromised,0.004,spatial
H15|Compromised,H9|Compromised,0.004,spatial
H15|Compromised,H10|Compromised,0.004,spatial
H15|Compromised,H11|Compromised,0.004,spatial
H15|Compromised,H12|Compromised,0.004,spatial
H15|Compromised,H13|Compromised,0.004,spatial
H15|Compromised,H14|Compromised,0.004,spatial
H15|Compromised,H16|Compromised,0.004,spatial
H15|Compromised,H17|Compromised,0.004,spatial
H16|Normal,H16|Compromised,0.04082199452025513,internal
H16|Compromised,H16|Down,0.08338160893905106,internal
H16|Down,H16|Mitigated,0.06187540371808747,internal
H16|Mitigated,H16|Recovered,0.06187540371808747,internal
H16|Compromised,H0|Compromised,0.004,spatial
H16|Compromised,H1|Compromised,0.004,spatial
H16|Compromised,H2|Compromised,0.004,spatial
H16|Compromised,H3|Compromised,0.004,spatial
H16|Compromised,H4|Compromised,0.004,spatial
H16|Compromised,H5|Compromised,0.004,spatial
H16|Compromised,H6|Compromised,0.004,spatial
H16|Compromised,H7|Compromised,0.004,spatial
H16|Compromised,H8|Compromised,0.004,spatial
H16|Compromised,H9|Compromised,0.004,spatial
H16|Compromised,H10|Compromised,0.004,spatial
H16|Compromised,H11|Compromised,0.004,spatial
H16|Compromised,H12|Compromised,0.004,spatial
H16|Compromised,H13|Compromised,0.004,spatial
H16|Compromised,H14|Compromised,0.004,spatial
H16|Compromised,H15|Compromised,0.004,spatial
H16|Compromised,H17|Compromised,0.004,spatial
H17|Normal,H17|Compromised,0.04082199452025513,internal
H17|Compromised,H17|Down,0.08338160893905106,internal
H17|Down,H17|Mitigated,0.06187540371808747,internal
H17|Mitigated,H17|Recovered,0.06187540371808747,internal
H17|Compromised,H0|Compromised,0.004,spatial
H17|Compromised,H1|Compromised,0.004,spatial
H17|Compromised,H2|Compromised,0.004,spatial
H17|Compromised,H3|Compromised,0.004,spatial
H17|Compromised,H4|Compromised,0.004,spatial
H17|Compromised,H5|Compromised,0.004,spatial
H17|Compromised,H6|Compromised,0.004,spatial
H17|Compromised,H7|Compromised,0.004,spatial
H17|Compromised,H8|Compromised,0.004,spatial
H17|Compromised,H9|Compromised,0.004,spatial
H17|Compromised,H10|Compromised,0.004,spatial
H17|Compromised,H11|Compromised,0.004,spatial
H17|Compromised,H12|Compromised,0.004,spatial
H17|Compromised,H13|Compromised,0.004,spatial
H17|Compromised,H14|Compromised,0.004,spatial
H17|Compromised,H15|Compromised,0.004,spatial
H17|Compromised,H16|Compromised,0.004,spatial
